NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	Parent	Population	BirthRate	MigrationRate	DriverMutations	MigrationMutations	PassengerMutations
849	1	-1	-1	30.591749	168	116	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	172	42	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	173	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	174	141	1	1.025759	1.000000	1	0	2
849	1	-1	-1	30.591749	176	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	179	137	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	180	4	1	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	181	143	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	182	44	0	1.241494	1.000000	2	0	1
849	1	-1	-1	30.591749	186	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	184	4	1	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	187	4	2	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	189	52	0	1.050003	1.000000	1	0	1
849	1	-1	-1	30.591749	190	117	0	1.277686	1.000000	2	0	1
849	1	-1	-1	30.591749	192	173	0	1.054113	1.000000	1	0	2
849	1	-1	-1	30.591749	193	192	0	1.054113	1.000000	1	0	3
849	1	-1	-1	30.591749	194	143	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	195	16	0	1.024218	1.000000	1	0	1
849	1	-1	-1	30.591749	197	30	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	198	187	1	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	205	22	0	1.000352	1.000000	1	0	2
849	1	-1	-1	30.591749	207	88	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	209	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	212	148	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	214	72	1	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	220	181	0	1.000000	1.000000	0	0	6
849	1	-1	-1	30.591749	223	15	0	1.059003	1.000000	1	0	2
849	1	-1	-1	30.591749	225	112	0	1.000000	1.000000	0	0	5
849	1	-1	-1	30.591749	227	9	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	230	66	2	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	229	115	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	234	182	0	1.241494	1.000000	2	0	2
849	1	-1	-1	30.591749	232	227	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	236	95	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	240	150	1	1.252880	1.000000	1	0	2
849	1	-1	-1	30.591749	239	189	0	1.050003	1.000000	1	0	2
849	1	-1	-1	30.591749	243	229	0	1.000000	1.000000	0	0	5
849	1	-1	-1	30.591749	244	156	1	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	247	197	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	248	15	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	249	87	0	1.136627	1.000000	1	0	1
849	1	-1	-1	30.591749	250	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	251	4	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	253	4	1	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	255	225	1	1.000000	1.000000	0	0	6
849	1	-1	-1	30.591749	256	4	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	259	4	1	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	261	54	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	262	8	0	1.000000	1.000000	0	0	2
849	1	-1	-1	30.591749	263	205	0	1.076910	1.000000	2	0	2
849	1	-1	-1	30.591749	264	2	0	1.044266	1.000000	1	0	2
849	1	-1	-1	30.591749	269	109	1	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	270	64	1	1.133286	1.000000	1	0	2
849	1	-1	-1	30.591749	273	232	0	1.000000	1.000000	0	0	4
849	1	-1	-1	30.591749	275	153	7	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	277	131	0	1.132137	1.000000	1	0	1
849	1	-1	-1	30.591749	278	8	1	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	279	248	0	1.000000	1.000000	0	0	3
849	1	-1	-1	30.591749	280	153	1	1.000000	1.000000	0	0	3
