Population	Parent	Identity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	AlleleCount
4	0	335	1	0	0	0	1.002156	0.707107	8.022913	1
0	0	95	0	0	1	1	1.000000	0.707107	2.257527	1
0	0	156	1	0	1	0	1.000928	0.707107	3.729477	1
1	0	105	0	0	1	1	1.000000	0.707107	2.448629	2
2	0	106	0	0	0	1	1.000000	0.707107	2.452379	1
0	0	107	1	0	1	0	1.003814	0.707107	2.466045	1
6	0	108	0	0	1	1	1.000000	0.707107	2.467850	1
4	310	321	0	0	0	3	1.000000	0.707107	7.706879	1
0	0	121	0	0	1	1	1.000000	0.707107	2.902637	1
3	0	275	0	0	0	1	1.000000	0.707107	6.489037	1
5	0	130	1	0	0	0	1.001297	0.707107	3.079793	1
6	0	131	1	0	1	0	1.078921	0.707107	3.084777	1
0	0	171	0	0	1	1	1.000000	0.707107	4.059668	1
1	0	378	0	0	0	1	1.000000	0.707107	8.902652	1
1	350	384	0	0	0	2	1.000000	0.707107	9.006739	1
2	0	208	0	0	0	1	1.000000	0.707107	4.921071	2
1	80	287	2	0	0	0	1.249257	0.707107	6.680822	1
7	0	165	0	0	0	1	1.000000	0.707107	3.932375	7
1	0	175	0	0	0	1	1.000000	0.707107	4.108594	1
2	0	228	0	0	0	1	1.000000	0.707107	5.327501	2
2	0	285	0	0	0	1	1.000000	0.707107	6.648635	2
2	0	356	1	0	0	0	1.000137	0.707107	8.489509	2
1	0	189	1	0	0	0	1.001701	0.707107	4.457678	1
2	0	345	1	0	0	0	1.003841	0.707107	8.217925	2
1	0	197	0	0	0	1	1.000000	0.707107	4.653971	1
6	0	280	1	0	0	0	1.086072	0.707107	6.567482	6
1	0	334	1	0	0	0	1.042088	0.707107	8.019201	1
6	0	225	1	0	1	0	1.070434	0.707107	5.213964	8
1	131	412	1	0	0	1	1.078921	0.707107	9.688019	1
2	0	318	0	0	0	1	1.000000	0.707107	7.624415	2
1	0	238	1	0	1	0	1.006956	0.707107	5.554334	3
1	0	239	1	0	0	0	1.258129	0.707107	5.554702	1
4	0	265	0	0	1	1	1.000000	0.707107	6.104257	4
7	0	299	1	0	1	0	1.129835	0.707107	7.077131	7
2	0	288	0	0	0	1	1.000000	0.707107	6.751411	2
1	0	388	1	0	0	0	1.078683	0.707107	9.154120	1
4	0	277	0	0	1	1	1.000000	0.707107	6.518952	4
1	0	407	1	0	0	0	1.093136	0.707107	9.576939	1
3	0	283	1	0	0	0	1.017344	0.707107	6.622251	3
1	0	329	1	0	0	0	1.004110	0.707107	7.938649	1
4	0	322	0	0	0	1	1.000000	0.707107	7.707757	4
6	0	290	1	0	1	1	1.214154	0.707107	6.816543	6
4	0	333	0	0	1	1	1.000000	0.707107	7.985188	6
1	0	323	1	0	0	0	1.042817	0.707107	7.755552	1
2	190	304	2	0	0	0	1.189743	0.707107	7.160888	2
1	0	394	1	0	0	0	1.031536	0.707107	9.311025	1
3	0	344	1	0	0	0	1.175644	0.707107	8.199595	3
0	221	310	0	0	1	2	1.000000	0.707107	7.239502	4
1	0	336	1	0	0	0	1.018904	0.707107	8.032738	1
1	0	338	0	0	0	1	1.000000	0.707107	8.055324	1
1	221	351	0	0	0	2	1.000000	0.707107	8.362784	1
1	0	392	0	0	0	1	1.000000	0.707107	9.249211	1
1	0	377	1	0	0	0	1.012159	0.707107	8.860666	1
1	0	358	1	0	0	0	1.013768	0.707107	8.535644	1
1	0	421	0	0	0	1	1.000000	0.707107	9.952007	1
1	28	361	2	0	0	0	1.064120	0.707107	8.556353	1
2	0	362	0	0	0	1	1.000000	0.707107	8.561750	2
2	55	363	2	0	0	0	1.257458	0.707107	8.571368	2
2	0	365	0	0	0	1	1.000000	0.707107	8.609766	2
1	0	368	1	0	0	0	1.049792	0.707107	8.644086	1
1	238	370	2	0	0	0	1.025214	0.707107	8.669572	1
1	238	385	2	0	0	0	1.040237	0.707107	9.020263	1
1	225	386	1	0	0	1	1.070434	0.707107	9.056211	1
1	0	406	1	0	0	0	1.069582	0.707107	9.562664	1
1	0	396	1	0	0	0	1.095288	0.707107	9.349939	1
1	0	402	0	0	0	1	1.000000	0.707107	9.436157	1
1	28	401	2	0	0	0	1.071905	0.707107	9.434921	1
1	96	403	1	0	0	1	1.071538	0.707107	9.436301	1
1	0	405	0	0	0	1	1.000000	0.707107	9.455920	1
1	0	409	1	0	0	0	1.012511	0.707107	9.626125	1
1	0	410	1	0	0	0	1.028656	0.707107	9.636690	1
1	0	423	0	0	0	1	1.000000	0.707107	9.997376	1
1	0	414	1	0	0	0	1.120675	0.707107	9.744741	1
2	0	415	0	0	0	1	1.000000	0.707107	9.750156	2
1	0	416	1	0	0	0	1.023528	0.707107	9.808370	1
1	0	419	1	0	0	0	1.001552	0.707107	9.931425	1
1	0	420	1	0	0	0	1.029224	0.707107	9.934885	1
